"DATE","PRECIP","PET","FLOW_cumecs"
"1960-01-01",0,0.234356090937199,NA
"1960-01-02",0.0299613859815144,0.19690110348251,NA
"1960-01-03",6.26326777623184,0.225530477440304,NA
"1960-01-04",9.06946376375067,0.237983476601068,NA
"1960-01-05",0.971656334620551,0.214010100042257,NA
"1960-01-06",0.12967176475438,0.212963323699266,NA
"1960-01-07",0.000487719035833587,0.207970253486964,NA
"1960-01-08",0.000184328095067355,0.20285125480916,NA
"1960-01-09",0,0.22024746390413,NA
"1960-01-10",0.0366529957238417,0.17946541640317,NA
"1960-01-11",0.000399445846854144,0.218616624262098,NA
"1960-01-12",3.28139068104874,0.232931135900276,NA
"1960-01-13",0.278102925818596,0.230784966800792,NA
"1960-01-14",0.0713825381183432,0.189973772033852,NA
"1960-01-15",0.23503800488878,0.21283466277279,NA
"1960-01-16",0.0164847565106332,0.230517573380682,NA
"1960-01-17",5.08502935778288,0.230562471132727,NA
"1960-01-18",13.7425424733015,0.255248049002903,NA
"1960-01-19",1.04930042290303,0.248331190768802,NA
"1960-01-20",15.748164713355,0.212346469805744,NA
"1960-01-21",15.8176654482405,0.268762953177091,NA
"1960-01-22",18.6044522371289,0.315153654235528,NA
"1960-01-23",0.356917718757605,0.368598550448225,NA
"1960-01-24",0.0398422866163157,0.297950139079971,NA
"1960-01-25",0.400912611850512,0.288276544713838,NA
"1960-01-26",0,0.300551151985061,NA
"1960-01-27",0.0963625476998275,0.283541197614637,NA
"1960-01-28",4.01239591992514,0.298202184273125,NA
"1960-01-29",8.48087757231611,0.273658222734429,NA
"1960-01-30",49.2722121058573,0.330116206064521,NA
"1960-01-31",8.09213165868564,0.362131723008083,NA
"1960-02-01",17.41847819301,0.421118557701818,NA
"1960-02-02",28.0131569269344,0.424026901469058,NA
"1960-02-03",21.3404417302276,0.458547670596756,NA
"1960-02-04",0.646113148189138,0.428548225377456,NA
"1960-02-05",0.02533681629722,0.384728517254328,NA
"1960-02-06",0.117874956120204,0.37968853332452,NA
"1960-02-07",0,0.389416250518093,NA
"1960-02-08",0.00354800754861745,0.365262832310503,NA
"1960-02-09",0.594326309115214,0.339791239657521,NA
"1960-02-10",1.05886547308154,0.384728028806584,NA
"1960-02-11",0.0128942216629721,0.336117256083976,NA
"1960-02-12",0.0277425052998348,0.329670562937022,NA
"1960-02-13",1.8306484256106,0.36117152258221,NA
"1960-02-14",2.75293315721369,0.31113113133513,NA
"1960-02-15",1.40231379054472,0.367522778018193,NA
"1960-02-16",4.07336380346099,0.404656617172953,NA
"1960-02-17",21.3218536200057,0.312879430000397,NA
"1960-02-18",3.59300660549338,0.34578050573685,NA
"1960-02-19",8.85078582706157,0.33408755558878,NA
"1960-02-20",2.74157769749745,0.388613020865581,NA
"1960-02-21",0.396336146492451,0.465778678357419,NA
"1960-02-22",0.000241665549858899,0.445301411586576,NA
"1960-02-23",0.795900146022096,0.407705770055787,NA
"1960-02-24",19.822098788851,0.498153313387519,NA
"1960-02-25",4.53320290252464,0.578497878345699,NA
"1960-02-26",21.8895901323594,0.559923635072526,NA
"1960-02-27",19.4810816724879,0.661060930209143,NA
"1960-02-28",0.889568410917678,0.789515859723506,NA
"1960-02-29",17.9859738207897,0.83726468362486,NA
"1960-03-01",9.88935331410812,0.799036990129804,NA
"1960-03-02",11.7645450022958,0.756608294513732,NA
"1960-03-03",7.91248833849849,0.750899339096706,NA
"1960-03-04",0.802546993712688,0.660031006828042,NA
"1960-03-05",0,0.776019432904476,NA
"1960-03-06",0,0.810215232571448,NA
"1960-03-07",0,0.703354632179902,NA
"1960-03-08",0.116562902826917,0.64897490759786,NA
"1960-03-09",3.13540181875876,0.642924347402668,NA
"1960-03-10",1.06436888746744,0.732979817053394,NA
"1960-03-11",0.471135049453165,0.892110484363921,NA
"1960-03-12",3.75702334200834,0.838619839817142,NA
"1960-03-13",7.80230971420841,0.902594872277416,NA
"1960-03-14",1.74683103569427,1.01563252176683,NA
"1960-03-15",2.64133219308664,1.00895776446609,NA
"1960-03-16",0.0309824418981714,0.95621973753576,NA
"1960-03-17",0,0.894225331480273,NA
"1960-03-18",6.9796572573095,0.843619198214293,NA
"1960-03-19",11.2526201069113,0.90688492649913,NA
"1960-03-20",3.57873487544273,0.978193392686232,NA
"1960-03-21",0.0139397457535587,0.975191443165028,NA
"1960-03-22",0,1.09954796873706,NA
"1960-03-23",0,1.08985511137511,NA
"1960-03-24",0,1.21831808953167,NA
"1960-03-25",0,1.07650030639328,NA
"1960-03-26",0,1.07124058991966,NA
"1960-03-27",0.000150324630668151,1.05728920977712,NA
"1960-03-28",0.00246545431599527,1.0706355014993,NA
"1960-03-29",2.62681534805559e-06,1.07347034332456,NA
"1960-03-30",0.802798424945952,1.1194153646175,NA
"1960-03-31",0.00321794585382397,1.08918000327874,NA
"1960-04-01",17.0394295863853,1.23645694565835,NA
"1960-04-02",19.5963955399579,1.24929710727897,NA
"1960-04-03",25.0842398750377,1.26696592481568,NA
"1960-04-04",18.0294650884669,1.43514989083405,NA
"1960-04-05",11.1798539930124,1.4584591540082,NA
"1960-04-06",1.38663885038789,1.47260222113833,NA
"1960-04-07",1.68045415817391,1.44177304271134,NA
"1960-04-08",13.1956805720384,1.46162554595927,NA
"1960-04-09",12.2749953940635,1.54212711727395,NA
"1960-04-10",1.87519086013686,1.481766528238,NA
"1960-04-11",11.4430481860362,1.39612718143138,NA
"1960-04-12",12.6126167497401,1.38924555325943,NA
"1960-04-13",9.9826018860462,1.5069251943994,NA
"1960-04-14",6.22446019801042,1.41517218850531,NA
